SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
310907,Revolving loans,F,N,Y,0,157500,337500,16875,337500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006233,-15704,-1385,-1626,-1345,1,1,0,1,0,0,2,2,2,FRIDAY,13,0,0,0,0,1,1,Industry: type 3,0.668185299,0.282248434,0,0,0,0,-877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
328327,Cash loans,F,N,Y,0,135000,254700,27558,225000,Unaccompanied,State servant,Secondary / secondary special,Civil marriage,House / apartment,0.019689,-11585,-4126,-1396,-1387,1,1,0,1,1,0,2,2,2,FRIDAY,9,0,0,0,0,0,0,Medicine,0.445085191,0.362277247,2,0,2,0,-250,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
160364,Cash loans,M,N,Y,2,202500,553500,22081.5,553500,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,0.02461,-17776,-398,-4974,-1312,1,1,0,1,0,0,4,2,2,SATURDAY,11,0,0,0,0,0,0,Security,0.698512739,0.669056695,0,0,0,0,-773,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
232401,Cash loans,F,N,Y,0,247500,931500,39595.5,931500,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.018801,-20615,365243,-224,-4124,1,0,0,1,0,1,1,2,2,THURSDAY,14,0,0,0,0,0,0,XNA,0.309063574,0.259467655,1,0,1,0,-2445,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203723,Cash loans,F,N,Y,0,90000,675000,32602.5,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,-18930,-1524,-9698,-2476,1,1,0,1,1,0,2,3,3,MONDAY,11,0,0,0,0,0,0,Business Entity Type 2,0.371374826,0.759712182,0,0,0,0,-534,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
177369,Revolving loans,F,N,Y,0,243000,360000,18000,360000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018209,-21766,365243,-13753,-4421,1,0,0,1,0,0,2,3,3,TUESDAY,14,0,0,0,0,0,0,XNA,0.348890815,0.627990819,0,0,0,0,-340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
306315,Cash loans,M,N,Y,0,144000,672453,28620,580500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.01885,-22175,365243,-1471,-4736,1,0,0,1,0,0,2,2,2,FRIDAY,10,0,0,0,0,0,0,XNA,0.351772513,0.591976618,0,0,0,0,-610,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
359714,Cash loans,F,N,Y,2,99000,247500,12037.5,247500,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.031329,-11452,-804,-1525,-3555,1,1,0,1,0,0,3,2,2,THURSDAY,12,0,0,0,1,1,0,Trade: type 7,0.711751125,0.247190938,10,0,10,0,-485,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
389697,Cash loans,M,Y,Y,0,270000,755190,30078,675000,Unaccompanied,Working,Higher education,Married,House / apartment,0.018634,-18606,-2165,-9723,-2136,1,1,0,1,0,0,2,2,2,WEDNESDAY,10,0,0,0,0,0,0,Government,0.48435527,0.710674386,0,0,0,0,-517,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
170014,Revolving loans,F,N,Y,1,67500,180000,9000,180000,Family,Working,Secondary / secondary special,Married,House / apartment,0.031329,-17476,-3005,-750,-938,1,1,1,1,1,0,3,2,2,SATURDAY,10,0,0,0,0,1,1,Business Entity Type 3,0.638997082,,3,1,3,1,-609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
425547,Cash loans,F,N,N,1,90000,130320,13815,112500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-16118,-1959,-4759,-5011,1,1,0,1,1,0,3,2,2,FRIDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.711351672,0.106155623,0,0,0,0,-3368,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
455487,Cash loans,M,Y,Y,0,126000,215865,23035.5,202500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.04622,-14776,-1065,-7339,-4146,1,1,1,1,0,0,2,1,1,FRIDAY,17,0,0,0,0,1,1,Transport: type 2,0.73657939,0.365616507,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
313380,Cash loans,F,N,Y,0,112500,117162,12748.5,103500,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.008625,-16621,-1420,-7967,-168,1,1,0,1,0,0,2,2,2,TUESDAY,10,0,0,0,0,1,1,Self-employed,0.2626478,0.661023539,0,0,0,0,-116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
161130,Cash loans,F,N,Y,1,135000,1024740,52452,900000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.009334,-16431,-2183,-4072,-4718,1,1,0,1,0,0,3,2,2,THURSDAY,17,0,0,0,0,0,0,Business Entity Type 2,0.638936547,0.2692858,0,0,0,0,-1552,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
100956,Cash loans,F,N,Y,0,157500,587623.5,32940,544500,Unaccompanied,State servant,Secondary / secondary special,Civil marriage,House / apartment,0.00496,-16940,-1533,-4470,-481,1,1,0,1,1,0,2,2,2,TUESDAY,18,0,0,0,0,0,0,Kindergarten,0.570907436,0.538862707,0,0,0,0,-1094,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
440939,Cash loans,F,N,Y,0,180000,269550,21294,225000,Other_B,Working,Secondary / secondary special,Separated,House / apartment,0.00496,-13132,-901,-4281,-4341,1,1,0,1,0,0,1,2,2,TUESDAY,15,0,0,0,0,0,0,Self-employed,0.196083553,0.340906426,2,0,2,0,-603,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
149074,Cash loans,F,Y,N,0,225000,450000,24543,450000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.018209,-17914,-165,-3793,-1456,1,1,1,1,0,0,1,3,3,SUNDAY,18,0,0,0,1,0,1,Bank,0.325776084,,0,0,0,0,-231,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
364711,Cash loans,M,N,Y,0,292500,2220259.5,61186.5,1984500,,Commercial associate,Higher education,Separated,House / apartment,0.014464,-16434,-318,-1352,-4011,1,1,0,1,1,0,1,2,2,FRIDAY,7,0,0,0,0,0,0,Business Entity Type 3,0.688693732,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440150,Cash loans,F,N,Y,0,225000,1129500,44923.5,1129500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.018801,-13115,-2543,-3768,-27,1,1,0,1,0,0,2,2,2,THURSDAY,10,0,0,0,0,0,0,Self-employed,0.482274705,,1,1,1,1,-964,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
449480,Cash loans,F,Y,Y,0,135000,521280,28408.5,450000,Family,Working,Secondary / secondary special,Single / not married,House / apartment,0.04622,-19262,-1695,-5203,-2781,1,1,1,1,1,0,1,1,1,FRIDAY,16,0,0,0,0,0,0,Trade: type 7,0.742430383,,0,0,0,0,-2538,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
299203,Cash loans,M,N,Y,0,54450,521280,20254.5,450000,Children,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792,-24158,365243,-12492,-4880,1,0,0,1,0,0,2,2,2,THURSDAY,9,0,0,0,0,0,0,XNA,0.491392373,0.859053129,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317969,Cash loans,M,Y,N,0,117000,271066.5,10593,234000,"Spouse, partner",Pensioner,Higher education,Married,House / apartment,0.019101,-24069,365243,-2928,-3875,1,0,0,1,0,0,2,2,2,SATURDAY,14,0,0,0,0,0,0,XNA,0.688801553,,0,0,0,0,-1072,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
287618,Cash loans,F,N,N,2,180000,873000,31059,873000,Unaccompanied,Working,Higher education,Married,Rented apartment,0.0228,-11740,-2055,-3092,-3282,1,1,0,1,1,0,4,2,2,SATURDAY,13,1,1,0,1,1,0,Trade: type 2,0.211181142,0.197474512,0,0,0,0,-1778,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
391751,Cash loans,M,Y,Y,1,157500,283419,13914,234000,Unaccompanied,Working,Higher education,Married,House / apartment,0.002042,-10562,-293,-3777,-3178,1,1,0,1,0,0,3,3,3,TUESDAY,16,0,0,0,0,0,0,Postal,0.610316512,0.610991328,1,0,1,0,-1766,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
181260,Revolving loans,M,Y,Y,2,112500,180000,9000,180000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.04622,-9519,-27,-255,-2188,1,1,1,1,1,0,4,1,1,SUNDAY,16,0,1,1,0,1,1,Bank,0.728265834,0.785052026,1,0,1,0,-674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
367101,Cash loans,F,N,Y,0,180000,770292,51813,688500,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.010006,-18097,-9705,-7256,-1647,1,1,0,1,0,0,1,2,1,WEDNESDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.798228623,,0,0,0,0,-1601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
200454,Cash loans,F,N,Y,0,144000,497520,33376.5,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00733,-15749,-3091,-8217,-1854,1,1,0,1,0,0,2,2,2,WEDNESDAY,17,0,0,0,0,0,0,Self-employed,0.451835275,,2,0,2,0,-71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222570,Cash loans,F,N,Y,0,202500,258768,11529,216000,Unaccompanied,Pensioner,Secondary / secondary special,Married,Municipal apartment,0.019689,-22563,365243,-1707,-4746,1,0,0,1,0,0,2,2,2,TUESDAY,11,0,0,0,0,0,0,XNA,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
169854,Cash loans,F,Y,Y,0,157500,269550,18891,225000,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.020246,-24219,-2574,-11623,-4416,1,1,0,1,0,0,1,3,3,THURSDAY,6,0,0,0,0,0,0,School,0.519044796,0.425892898,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272254,Cash loans,F,N,Y,0,360000,517266,21195,387000,Unaccompanied,Working,Higher education,Single / not married,Co-op apartment,0.007305,-11685,-511,-5689,-3699,1,1,0,1,0,0,1,3,3,SUNDAY,11,0,0,0,1,1,0,Trade: type 3,0.433918729,0.556727426,5,0,5,0,-2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
394302,Cash loans,M,Y,N,0,382500,1800000,47484,1800000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.04622,-19721,-255,-9102,-3257,1,1,1,1,1,0,2,1,1,WEDNESDAY,15,0,1,1,0,1,1,Transport: type 4,0.747391627,0.683268831,0,0,0,0,-2454,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104623,Cash loans,M,N,Y,2,292500,405000,32472,405000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.030755,-13006,-3651,-6957,-4078,1,1,0,1,0,0,4,2,2,TUESDAY,12,0,0,0,0,0,0,Insurance,0.275182413,,0,0,0,0,-301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
254284,Cash loans,F,N,N,0,157500,479974.5,26167.5,364500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009175,-9253,-423,-967,-1911,1,1,0,1,0,0,2,2,2,FRIDAY,12,0,0,0,0,0,0,Self-employed,0.758919612,0.510089528,6,1,6,1,-1957,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
210237,Cash loans,F,N,Y,1,180000,874152,48942,810000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-12533,-384,-3734,-376,1,1,0,1,0,0,3,2,2,SATURDAY,15,0,0,0,0,0,0,Business Entity Type 1,0.580489916,0.659405532,0,0,0,0,-1745,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
254894,Cash loans,M,Y,N,0,157500,180000,19098,180000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-18411,-5125,-10306,-1956,1,1,0,1,0,0,2,2,2,FRIDAY,8,0,0,0,0,1,1,Industry: type 3,0.655372469,0.377404249,2,0,1,0,-1758,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
336034,Cash loans,M,Y,Y,0,180000,481855.5,49504.5,463500,Unaccompanied,State servant,Higher education,Married,House / apartment,0.04622,-18613,-1748,-7678,-2023,1,1,0,1,1,0,2,1,1,WEDNESDAY,11,0,0,0,0,0,0,Transport: type 3,0.734055601,0.639707568,0,0,0,0,-1137,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
189733,Cash loans,F,N,Y,0,72000,95940,9472.5,90000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.030755,-21830,365243,-10543,-4535,1,0,0,1,1,0,2,2,2,TUESDAY,12,0,0,0,0,0,0,XNA,0.579637641,0.729566691,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325795,Cash loans,F,N,Y,1,180000,1665000,45918,1665000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.026392,-10386,-1064,-2379,-2402,1,1,0,1,0,0,3,2,2,THURSDAY,18,0,0,0,0,0,0,Business Entity Type 3,0.746134487,0.295582642,0,0,0,0,-997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
232345,Cash loans,F,N,Y,2,112500,495000,16096.5,495000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-16303,-3635,-6103,-4538,1,1,0,1,0,0,4,2,2,FRIDAY,10,0,0,0,0,0,0,Other,0.758318967,0.598926218,1,1,1,1,-3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242087,Cash loans,F,N,N,1,202500,506889,19107,418500,Unaccompanied,State servant,Higher education,Married,With parents,0.031329,-11939,-3378,-6011,-2676,1,1,0,1,0,0,3,2,2,SUNDAY,11,0,0,0,0,0,0,Government,0.607019441,0.612704244,1,0,1,0,-1230,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
319728,Cash loans,F,N,N,1,90000,253737,26775,229500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010147,-15292,-1332,-966,-4771,1,1,1,1,1,0,3,2,2,FRIDAY,9,0,0,0,0,0,0,Trade: type 7,0.346564649,0.802745476,1,0,1,0,-744,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427184,Cash loans,F,N,Y,0,112500,900000,26446.5,900000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.035792,-18795,-1827,-8666,-2324,1,1,0,1,0,0,1,2,2,TUESDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.629710324,0.865056176,2,0,2,0,-959,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
264123,Cash loans,F,Y,Y,0,157500,904500,30024,904500,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.025164,-17767,-8303,-6180,-1276,1,1,0,1,0,0,2,2,2,THURSDAY,13,0,0,0,0,0,0,Kindergarten,0.436767724,0.652896552,0,0,0,0,-1744,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
171284,Cash loans,M,Y,Y,1,112500,855882,31846.5,765000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.005313,-13775,-4828,-721,-342,1,1,0,1,0,0,3,2,2,WEDNESDAY,15,0,0,0,0,0,0,Security,0.709777606,0.621226338,0,0,0,0,-1315,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157652,Cash loans,F,N,N,0,135000,567000,36364.5,567000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.018209,-19551,-682,-10598,-2733,1,1,0,1,0,0,1,3,3,THURSDAY,10,0,0,0,0,0,0,Trade: type 6,0.431567559,0.401407414,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
378593,Cash loans,M,Y,Y,1,405000,1113840,47322,900000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.072508,-12633,-577,-434,-4445,1,1,0,1,1,0,3,1,1,MONDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.735984944,0.396219572,0,0,0,0,-1450,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351104,Cash loans,F,Y,N,1,67500,302206.5,16524,229500,Family,State servant,Secondary / secondary special,Married,House / apartment,0.006852,-9500,-380,-803,-2164,1,1,0,1,0,0,3,3,3,TUESDAY,13,0,0,0,0,0,0,Kindergarten,0.675115173,,10,0,10,0,-265,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
425604,Cash loans,F,N,N,0,90000,733315.5,40945.5,679500,Family,Working,Secondary / secondary special,Married,House / apartment,0.031329,-14032,-3223,-7913,-2754,1,1,0,1,1,0,2,2,2,THURSDAY,17,0,0,0,0,1,1,Business Entity Type 3,0.620614986,0.340906426,0,0,0,0,-1684,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
264049,Cash loans,F,Y,N,1,112500,314100,12420,225000,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.010147,-13498,-781,-2769,-4180,1,1,1,1,1,0,3,2,2,TUESDAY,10,0,0,0,0,0,0,Self-employed,0.350925287,0.616121691,8,0,7,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219384,Cash loans,M,Y,Y,0,135000,180000,19228.5,180000,Unaccompanied,Working,Lower secondary,Single / not married,With parents,0.01452,-8721,-1049,-4266,-1161,1,1,0,1,0,0,1,2,2,FRIDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.29099639,0.432961667,0,0,0,0,-977,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
397326,Cash loans,F,Y,Y,0,126000,675000,21906,675000,Unaccompanied,State servant,Higher education,Civil marriage,House / apartment,0.015221,-14045,-826,-3577,-4627,1,1,1,1,1,0,2,2,2,WEDNESDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.778746688,0.651260219,0,0,0,0,-382,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
138620,Cash loans,M,Y,N,0,202500,495000,17779.5,495000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.035792,-9392,-1924,-3601,-2058,1,1,1,1,0,0,2,2,2,SUNDAY,14,0,0,0,0,1,1,Transport: type 2,0.001703352,0.363945239,0,0,0,0,-1893,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164907,Cash loans,F,N,Y,1,157500,675000,32602.5,675000,Unaccompanied,Working,Higher education,Married,House / apartment,0.018209,-10553,-2314,-2307,-2373,1,1,0,1,0,0,3,3,3,FRIDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.418119188,0.436506499,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
142630,Cash loans,F,N,Y,0,90000,455040,12510,360000,Unaccompanied,State servant,Higher education,Married,House / apartment,0.01885,-11167,-1585,-5482,-2873,1,1,1,1,1,0,2,2,2,TUESDAY,15,0,0,0,0,0,0,School,0.734448159,0.639707568,0,0,0,0,-731,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111731,Cash loans,F,N,Y,0,247500,909000,29452.5,909000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-19757,-1653,-10069,-3302,1,1,0,1,0,0,2,2,2,TUESDAY,10,0,0,0,0,0,0,Self-employed,0.621186332,,0,0,0,0,-406,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
311642,Cash loans,F,N,N,2,211500,719946,33489,643500,Other_A,Commercial associate,Incomplete higher,Single / not married,House / apartment,0.019689,-11245,-711,-1049,-2441,1,1,0,1,0,0,3,2,2,FRIDAY,14,0,0,0,0,0,0,Business Entity Type 3,,,0,0,0,0,-240,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
401968,Cash loans,F,N,Y,0,112500,472500,14454,472500,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.028663,-23260,365243,-1238,-4682,1,0,0,1,0,0,1,2,2,MONDAY,12,0,0,0,0,0,0,XNA,0.608609315,0.353987608,5,2,5,1,-163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451793,Cash loans,M,Y,N,0,180000,675000,25146,675000,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.026392,-15274,-7968,-2455,-4310,1,1,0,1,0,0,2,2,2,MONDAY,14,0,0,0,0,0,0,Business Entity Type 1,0.7384885,0.65452928,1,0,1,0,-2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
197066,Cash loans,F,N,N,0,360000,1971072,68643,1800000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.04622,-20310,365243,-10229,-3838,1,0,0,1,0,0,2,1,1,SATURDAY,12,0,0,0,0,0,0,XNA,0.697526321,0.772631135,1,1,1,0,-1648,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
405725,Cash loans,F,Y,Y,2,90000,391090.5,20605.5,297000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-13222,-213,-3980,-4085,1,1,0,1,0,0,4,2,2,TUESDAY,8,0,0,0,0,0,0,Industry: type 3,0.60001317,0.447178578,10,1,10,1,-2709,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
418479,Cash loans,F,N,Y,0,180000,508495.5,21541.5,454500,Family,Working,Secondary / secondary special,Married,House / apartment,0.02461,-16526,-1012,-2563,-59,1,1,1,1,1,0,2,2,2,SATURDAY,10,0,0,0,0,0,0,Industry: type 4,0.559154173,0.586740009,0,0,0,0,-276,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
288554,Cash loans,F,N,Y,0,292500,1345500,37129.5,1345500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-19622,-743,-10112,-3163,1,1,0,1,0,0,2,2,2,TUESDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.719061402,,0,0,0,0,-348,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
344545,Cash loans,F,N,Y,0,148500,450000,19066.5,450000,Unaccompanied,Working,Higher education,Married,House / apartment,0.005144,-18133,-7243,-4446,-1674,1,1,1,1,1,0,2,2,2,THURSDAY,16,0,0,0,0,0,0,Industry: type 11,0.098027728,0.64797686,0,0,0,0,-670,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
417529,Cash loans,F,N,N,0,157500,808650,23773.5,675000,Unaccompanied,Working,Higher education,Married,House / apartment,0.016612,-16883,-4489,-12703,-424,1,1,0,1,0,0,2,2,2,SATURDAY,10,0,0,0,0,0,0,Trade: type 7,0.53921721,0.8482443,0,0,0,0,-850,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
